ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Meta: _wpcom_is_markdown
,simple,CL-BONE-0018,Boné Casual Caramelo Ajustável,1,0,visible,"Boné casual caramelo em algodão, ideal para uso diário e proteção solar. Unissex e ajustável.","Este boné casual em tom caramelo, confecionado em algodão de alta qualidade, oferece conforto e estilo para o dia a dia. Com um design clássico de 6 painéis e ajuste regulável, é perfeito para passeios ao ar livre, desporto ou simplesmente para adicionar um toque descontraído ao seu visual. Durável e versátil, um acessório essencial para todas as estações.",,,taxable,,1,18,2,0,0,0.2,,,,1,,,39.99,"Unisex, Bonés","bone, casual, caramelo, algodao, unissex, verao, ajustavel, desportivo",,processed_images/professional/fotos site1/10-G.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Todas,1,0,0
,simple,CL-BONE-0019,Boné Casual Unissex Castanho Algodão,1,0,visible,"Boné casual de algodão castanho, ideal para o dia a dia e proteção solar.","Este boné clássico em algodão 100% castanho oferece conforto e estilo intemporal. Perfeito para complementar qualquer look casual, seja para um passeio na cidade ou atividades ao ar livre. O seu design ajustável e respirável torna-o um acessório essencial para todas as estações.",,,taxable,,1,15,2,0,0,0.2,,,,1,,,39,"Unisex, Bonés","bone, casual, castanho, algodao, unissex, protecao-solar, acessorio, dia-a-dia",,processed_images/professional/fotos site1/10-H.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Todas,1,0,0
,simple,CL-BONE-0020,Boné Casual Algodão Bege,1,0,visible,"Boné unissexo casual em algodão bege, ideal para o dia a dia e atividades ao ar livre.","Este boné unissexo em algodão na cor bege é perfeito para um look casual e descontraído. Com um design clássico e intemporal, oferece conforto e proteção solar. Ajustável para se adaptar a diferentes tamanhos. Ideal para uso diário, passeios e desporto.",,,taxable,,1,15,2,0,0,0.2,,,,1,,,35,"Unisex, Bonés","boné, casual, bege, algodão, unissexo, desportivo, verão, proteção-solar",,processed_images/professional/fotos site1/10-I.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Todas,1,0,0
,simple,CL-BONE-0021,Boné Casual de Algodão Bege,1,0,visible,"Boné unissexo em algodão bege, ideal para um estilo casual e descontraído no dia a dia.","Este boné casual em algodão de cor bege é um acessório versátil e confortável. Com o seu design clássico de seis painéis e aba curvada, é perfeito para proteger do sol em atividades ao ar livre ou simplesmente complementar um look descontraído. O tecido de algodão de alta qualidade assegura durabilidade e respirabilidade, enquanto o ajuste traseiro garante um encaixe perfeito para a maioria dos tamanhos. Um must-have para qualquer guarda-roupa.",,,taxable,,1,15,2,0,0,0.2,,,,1,,,39,"Unisex, Bonés","bone, casual, algodao, bege, unissex, dia-a-dia, verao, desportivo",,processed_images/professional/fotos site1/10-J.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Todas,1,0,0
,simple,CL-BONE-0022,Boné Casual Algodão Bege Liso,1,0,visible,"Boné casual unissex em algodão bege, perfeito para um look descontraído e confortável. Ajustável e versátil.","Este boné unissex de design clássico e intemporal é fabricado em 100% algodão, proporcionando máximo conforto e respirabilidade. A sua cor bege neutra e sólida facilita a combinação com diversas peças de roupa, tornando-o um acessório essencial para o dia a dia. Possui fecho ajustável na parte traseira para um ajuste perfeito. Ideal para proteção solar e para complementar um estilo casual-chique em qualquer ocasião.",,,taxable,,1,15,2,0,0,0.2,,,,1,,,39,"Unisex, Bonés","bone, casual, algodao, bege, unissex, verao, ajustavel, liso",,processed_images/professional/fotos site1/10-K.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Todas,1,0,0
,simple,CL-BONE-0023,Boné Casual Algodão Bege Clássico,1,0,visible,"Boné unissexo casual em algodão bege, ideal para o dia a dia e proteção solar confortável.","Este boné unissexo em algodão de alta qualidade, na cor bege suave, é perfeito para um look casual e descontraído. Com um design clássico de seis painéis e costuras tonais discretas, oferece um ajuste confortável e proteção solar. Ideal para atividades ao ar livre, desporto ligeiro ou para complementar o seu estilo diário com um toque intemporal e versátil.",,,taxable,,1,18,2,0,0,0.2,,,,1,,,45,"Unisex, Bonés","bone, casual, bege, algodao, unissexo, verao, desportivo, chapeu",,processed_images/professional/fotos site1/10-L.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Todas,1,0,0
,simple,CL-BONE-0024,Boné Casual Algodão Branco,1,0,visible,"Boné casual unissexo de algodão branco, perfeito para o dia a dia e atividades ao ar livre.","Descubra o nosso boné casual branco, um acessório essencial e versátil para qualquer guarda-roupa. Fabricado em 100% algodão de alta qualidade, oferece conforto e respirabilidade ideais para uso diário. Com um design intemporal e ajustável, protege-o do sol com estilo, sendo perfeito para desporto ou lazer. Disponível numa cor neutra que combina com tudo, é um must-have para todas as temporadas.",,,taxable,,1,15,2,0,0,0.2,,,,1,,,40,"Unisex, Bonés","bone, branco, casual, algodao, unissexo, verao, desportivo, protecao-solar",,processed_images/professional/fotos site1/10-M.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Verao,1,0,0
,simple,CL-BONE-0025,Boné Casual Verde Lavado,1,0,visible,"Boné verde de algodão estilo casual, perfeito para um look descontraído e diário.","Boné clássico em algodão macio de cor verde com um acabamento lavado para um toque vintage e descontraído. Este boné possui aba curva e ilhoses bordados para ventilação, garantindo conforto durante todo o dia. Ajustável na parte traseira, é ideal para proteger-se do sol com estilo em qualquer estação, complementando looks casuais e desportivos.",,,taxable,,1,18,2,0,0,0.2,,,,1,,,39.99,"Unisex, Bonés","bone, verde, casual, algodao, unisex, baseball, lavado, acessorio",,processed_images/professional/fotos site1/10-N.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Todas,1,0,0
,simple,CL-BONE-0026,Boné Casual Algodão Deslavado Bege,1,0,visible,"Boné unissexo em algodão com efeito deslavado, perfeito para um look casual e confortável.","Este boné casual unissexo em algodão, com um moderno efeito deslavado na cor bege, é o acessório ideal para o dia a dia. Oferece conforto e proteção solar, sendo perfeito para atividades ao ar livre, passeios urbanos ou simplesmente para completar um look descontraído com um toque vintage. O seu design clássico e ajustável torna-o versátil e fácil de combinar.",,,taxable,,1,12,2,0,0,0.2,,,,1,,,45,"Unisex, Bonés","bone, casual, algodao, bege, unisex, deslavado, verao, vintage",,processed_images/professional/fotos site1/10-O.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Todas,1,0,0
,simple,CL-BONE-0027,Boné Casual Azul Denim Unissexo,1,0,visible,"Boné casual azul em algodão, perfeito para um estilo descontraído no dia a dia. Conforto e versatilidade.","Este boné azul em estilo denim é a peça ideal para complementar qualquer look casual. Fabricado em algodão de alta qualidade, oferece conforto e durabilidade. Com um design simples e ajustável, é perfeito para homens e mulheres que procuram um acessório prático e com estilo para o dia a dia, viagens ou atividades ao ar livre. Um essencial versátil para todas as estações.",,,taxable,,1,12,2,0,0,0.2,,,,1,,,45,"Unisex, Bonés","bone, azul, casual, unissexo, algodao, verao, desportivo, acessorio",,processed_images/professional/fotos site1/10-P.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Todas,1,0,0
,simple,CL-BONE-0028,Boné Casual Algodão Verde Militar,1,0,visible,"Boné unissexo casual em algodão na cor verde militar, ideal para o dia a dia e proteção solar.","Boné casual unissexo em algodão, cor verde militar clássica. Apresenta design descontraído com aba curva e fecho ajustável, garantindo conforto e um encaixe perfeito. Ideal para complementar looks diários, atividades ao ar livre ou simplesmente para um estilo relaxado e moderno. Resistente e fácil de combinar.",,,taxable,,1,15,2,0,0,0.2,,,,1,,,45,"Unisex, Bonés","bone, casual, algodao, verde-militar, unissexo, aba-curva, desportivo, dia-a-dia",,processed_images/professional/fotos site1/10-Q.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Todas,1,0,0
,simple,CL-BONE-0029,Boné Casual Algodão Bege Liso,1,0,visible,"Boné liso em algodão bege, ideal para um look casual e descontraído. Conforto e estilo para o dia a dia.","Este boné casual em algodão de cor bege claro é a peça essencial para complementar qualquer guarda-roupa. Com um design simples e intemporal, oferece conforto e proteção solar. Perfeito para atividades ao ar livre ou para um estilo urbano descontraído, é versátil e fácil de combinar. Fabricado em tecido resistente e respirável, garante durabilidade e bem-estar.",,,taxable,,1,15,2,0,0,0.2,,,,1,,,35,"Unisex, Bonés","bone, casual, bege, algodao, unisex, verao, liso, desportivo",,processed_images/professional/fotos site1/10-R.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Todas,1,0,0
,simple,CL-BONE-0030,Boné Casual Preto Algodão,1,0,visible,"Boné preto clássico em algodão, ideal para uso diário e descontraído.","Boné casual unissexo em algodão 100% de alta qualidade, na cor preta clássica e versátil. Apresenta um design intemporal com aba curva e costuras reforçadas, oferecendo conforto e durabilidade. Perfeito para proteger do sol ou como acessório de moda para qualquer ocasião informal. Ajustável para um encaixe perfeito.",,,taxable,,1,15,2,0,0,0.2,,,,1,,,38,"Unisex, Bonés","bone, preto, casual, algodao, unissexo, aba-curva, verao, acessorio",,processed_images/professional/fotos site1/10-S.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Todas,1,0,0
,simple,CL-BONE-0031,Boné Casual Algodão Cinzento Lavado,1,0,visible,Boné casual unissexo em algodão cinzento com efeito lavado. Perfeito para um estilo descontraído.,"Este boné unissexo de algodão cinzento apresenta um acabamento lavado que lhe confere um visual vintage e descontraído. Com um design clássico e pala curva, é ideal para uso diário, proporcionando conforto e um toque de estilo a qualquer outfit casual. Fecho ajustável para um ajuste perfeito. Versátil para todas as estações.",,,taxable,,1,12,2,0,0,0.2,,,,1,,,38,"Unisex, Bonés","bone, casual, cinza, algodao, unissex, lavado, desportivo, acessorio",,processed_images/professional/fotos site1/10-T.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Todas,1,0,0
,simple,CL-BONE-0032,Boné Casual Algodão Lavado Rosa Desbotado,1,0,visible,"Boné de algodão lavado em tom rosa desbotado, ideal para um look casual e descontraído. Ajustável e confortável.","Aposte no conforto e estilo com este boné de algodão de toque suave e lavagem desbotada em tom rosa. Perfeito para complementar looks casuais, desportivos ou de lazer. Apresenta pala curva e fecho ajustável na parte traseira para um ajuste perfeito. As costuras reforçadas garantem durabilidade. Um acessório versátil para todas as estações.",,,taxable,,1,15,2,0,0,0.2,,,,1,,,39,"Unisex, Bonés","bone, casual, rosa-desbotado, algodao",,processed_images/professional/fotos site1/10.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Todas,1,0,0
,simple,CL-BOINA-0033,Boina Casual Azul Linho,1,0,visible,"Boina unisex casual azul com textura de linho, leve e respirável para o verão.","Descubra a nossa boina casual em tom azul, perfeita para adicionar um toque de estilo descontraído a qualquer conjunto. Fabricada com um material leve que simula linho, oferece respirabilidade e conforto, ideal para os dias quentes de primavera e verão. O seu design clássico com pala discreta adapta-se facilmente a diferentes ocasiões, do passeio no parque ao café com amigos. Uma peça versátil e intemporal para qualquer guarda-roupa.",,,taxable,,1,15,2,0,0,0.2,,,,1,,,45,"Unisex, Chapéus > Boinas","boina, casual, azul, verao",,processed_images/professional/fotos site1/11-A.jpg,,,,,,,,,0,Material,Linho,1,0,Temporada,Verao,1,0,0
,simple,CL-BOINA-0034,Boina Casual de Linho Azul,1,0,visible,"Boina casual de linho azul para homem, perfeita para um look descontraído e elegante.","Aposte no estilo intemporal com esta boina casual de linho azul. Ideal para complementar o seu visual diário com um toque de elegância descontraída. Fabricada em tecido leve e respirável, é perfeita para as estações mais quentes. Um acessório versátil que combina facilmente com camisas, t-shirts e casacos ligeiros. Confortável e sofisticada, eleve o seu estilo com esta peça essencial.",,,taxable,,1,15,2,0,0,0.2,,,,1,,,49,"Homem, Homem > Chapéus > Boinas","boina, casual, azul, linho, homem, acessorios, meia-estacao, estilo",,processed_images/professional/fotos site1/11-B.jpg,,,,,,,,,0,Material,Linho,1,0,Temporada,Meia-estacao,1,0,0
,simple,CL-BOINA-0035,Boina Casual Azul Denim Hologramme Paris,1,0,visible,Boina casual azul estilo denim para um toque moderno e descontraído.,"Adicione um toque de charme casual ao seu guarda-roupa com esta boina azul estilo denim da Hologramme Paris. Confeccionada em material leve e respirável, é perfeita para uso diário. O design clássico da boina combina com diversas ocasiões, desde passeios urbanos a encontros informais, oferecendo conforto e estilo durante a meia-estação.",,,taxable,,1,15,2,0,0,0.2,,,,1,,,49,"Unisex, Chapéus > Boinas","boina, azul, casual, unisex, denim, meia-estacao, hologramme paris, flat cap",,processed_images/professional/fotos site1/11-C.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Meia-estacao,1,0,0
,simple,CL-BOINA-0036,Boina Casual Azul Denim Look,1,0,visible,"Boina casual azul para homem, perfeita para um look descontraído e elegante. Conforto e estilo.","Aposte na elegância descontraída com a nossa Boina Casual Azul. Confeccionada com um tecido leve e respirável que simula linho ou algodão denim, é ideal para o dia a dia. O seu tom azul é versátil, fácil de combinar com diversos looks, do mais casual ao smart-casual. Perfeita para adicionar um toque de estilo vintage ou moderno ao seu guarda-roupa, oferecendo conforto e proteção.",,,taxable,,1,15,2,0,0,0.2,,,,1,,,45,"Homem, Homem > Chapéus > Boinas","boina, casual, azul, homem, acessório, verao, estilo, denim",,processed_images/professional/fotos site1/11.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Verao,1,0,0
,simple,CL-BOINA-0037,Boina Casual de Algodão Bege,1,0,visible,Boina casual bege em algodão para homem e mulher. Conforto e estilo para o dia a dia.,"Aposte na versatilidade e conforto desta boina casual em algodão de tom bege suave. Ideal para complementar looks de primavera e outono, é perfeita para quem procura um acessório prático e estiloso. O seu design intemporal adapta-se a diversos géneros e ocasiões, proporcionando um toque de elegância descontraída. Leve e fácil de combinar, é um essencial para qualquer guarda-roupa.",,,taxable,,1,12,2,0,0,0.2,,,,1,,,45,"Unisex, Chapéus > Boinas","boina, casual, bege, algodao, unisex, chapeu, acessorio, elegante",,processed_images/professional/fotos site1/15-A.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Meia-estacao,1,0,0
,simple,CL-BOINA-0038,Boina Casual Laranja Algodão,1,0,visible,"Boina laranja vibrante em algodão, perfeita para um estilo casual e moderno. Conforto e cor.","Adicione um toque de cor e personalidade ao seu visual com esta boina casual em tom laranja. Confeccionada em algodão macio e respirável, oferece conforto superior para uso diário. O seu design clássico com costuras reforçadas garante durabilidade e um ajuste perfeito. Ideal para um look descontraído em qualquer estação. Uma peça versátil e estilosa.",,,taxable,,1,12,2,0,0,0.2,,,,1,,,45,"Unisex, Chapéus > Boinas","boina, laranja, algodao, casual, unisex, chapeu, acessorio, meia-estacao",,processed_images/professional/fotos site1/15-AA.jpg,,,,,,,,,0,Material,Algodao,1,0,Temporada,Meia-estacao,1,0,0
